;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
(;1;Diego Vélasquez ;;,;';';);(1,'Diego Vélasquez ')
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
;;Diego Vélasquez ;;;;;;
(;2;František Kupka ;;,;';';);(2,'František Kupka ')
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
;;František Kupka ;;;;;;
(;3;Jan Vermeer;;,;';';);(3,'Jan Vermeer')
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
;;Jan Vermeer;;;;;;
(;4;Léonard de Vinci;;,;';';);(4,'Léonard de Vinci')
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
;;Léonard de Vinci;;;;;;
(;5;William Turner;;,;';';);(5,'William Turner')
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
;;William Turner;;;;;;
